5 20
1000 1000 1000 1000 1000
0.22253545	0.20018557	0.78056335	0.71475804	0.23353088	0.19435078	0.7761668	0.2438349	0.30160594	0.7403556	0.72267383	0.25032735	0.73573947	0.31910336	0.2892307	0.31312278	0.31919694	0.81366706	0.18658584	0.7076571
0.20618528	0.18748477	0.8573062	0.69568706	0.33387208	0.24022721	0.67177993	0.30492634	0.10477932	0.7265803	0.69359	0.26152575	0.7378308	0.27059296	0.26952308	0.29646924	0.25745365	0.7830769	0.2547827	0.70688194
0.20408486	0.251652	0.7412917	0.717685	0.14778447	0.26222396	0.82310796	0.26865894	0.2554418	0.6797813	0.7571171	0.2464811	0.71354115	0.2256702	0.21168311	0.29323643	0.2918748	0.7355214	0.2544156	0.74702746
0.22695334	0.3115904	0.76662016	0.7412596	0.2031766	0.2605328	0.7757387	0.27801663	0.30670774	0.7808476	0.7381342	0.26927733	0.76138896	0.24034068	0.25943097	0.2373295	0.18709937	0.74996674	0.26217693	0.7403061
0.23154052	0.23717687	0.73087454	0.8011649	0.2346437	0.28591493	0.68355113	0.24740884	0.25495166	0.6808802	0.6836404	0.24751224	0.7473085	0.24424829	0.32041365	0.30925873	0.21953516	0.8661304	0.19723637	0.7594729
0.32218385	0.26456892	0.74631923	0.7159441	0.24451102	0.21811438	0.7782673	0.22030707	0.29856476	0.83072555	0.7401305	0.23413278	0.76314116	0.19327292	0.20111465	0.2088475	0.22659479	0.7667867	0.21340969	0.8053583
0.28082997	0.17990294	0.68969154	0.7211428	0.23082486	0.34442833	0.5714507	0.32442757	0.27340412	0.8387261	0.7876516	0.29537132	0.73676986	0.2128258	0.21204785	0.16510335	0.16258113	0.7671393	0.19029593	0.76487887
0.2759238	0.27520502	0.7658254	0.798633	0.25101098	0.25172415	0.70125496	0.2844004	0.24038798	0.76640356	0.78013915	0.2636346	0.75287765	0.2885581	0.31514096	0.27348605	0.25802112	0.702263	0.22635348	0.8494351
0.26904172	0.21643008	0.7984472	0.8069281	0.21097839	0.25654423	0.7085459	0.24280356	0.19293216	0.7381381	0.7291484	0.2678138	0.76959705	0.19820857	0.21265419	0.17358115	0.24260311	0.7644101	0.23595476	0.73681694
0.1658539	0.2176904	0.7497026	0.7836156	0.23297858	0.24784914	0.8277402	0.1851367	0.24228702	0.7146597	0.83279276	0.3164665	0.7267901	0.21467493	0.19252256	0.314981	0.26759502	0.6768624	0.3033464	0.7892656
