5 20
2000 2000 2000 2000 2000
0.21992165	0.31539318	0.2125843	0.24992776	0.78236973	0.2601795	0.25993982	0.697921	0.69677365	0.18733642	0.23392864	0.71897286	0.23080796	0.24042499	0.77505827	0.20607471	0.75734836	0.2798451	0.8372807	0.7171044
0.30528408	0.16899553	0.26615062	0.26818636	0.7397829	0.28462425	0.31750488	0.77715063	0.7356002	0.23252152	0.24044727	0.8084952	0.1514464	0.2944398	0.7576109	0.24599564	0.865855	0.2385861	0.6526471	0.7194378
0.2829319	0.26388103	0.24702193	0.25777864	0.71212834	0.29756522	0.27865425	0.68232733	0.69599926	0.21697292	0.19734037	0.7564474	0.2996141	0.315127	0.8463237	0.26781514	0.75532556	0.22486179	0.78706396	0.71297807
0.2812068	0.24109615	0.1746887	0.32354137	0.77511543	0.26215452	0.27874494	0.76813084	0.74352676	0.31619766	0.24740988	0.8345593	0.15865669	0.17719951	0.81462336	0.2349265	0.7119465	0.21922113	0.6817832	0.77690345
0.25108716	0.26088187	0.30626425	0.2854271	0.7153743	0.25292993	0.27781674	0.7146536	0.6998969	0.23230515	0.29908958	0.7704914	0.36345834	0.17499158	0.7743497	0.3259101	0.8433714	0.30404654	0.6868164	0.76338655
0.27372572	0.29982144	0.2616433	0.19013202	0.87838066	0.33121258	0.23494357	0.76592666	0.72801274	0.16157898	0.25380227	0.8773824	0.3498724	0.17510691	0.6135131	0.32288224	0.7428793	0.15580237	0.78225255	0.7132888
0.17016721	0.26312733	0.22785474	0.27592775	0.7224163	0.1701257	0.2907795	0.7684312	0.7876622	0.29736534	0.22444706	0.8170686	0.1998265	0.35270578	0.7706889	0.27132785	0.63977885	0.3222492	0.7108639	0.7509159
0.27777934	0.2877035	0.21889995	0.24045067	0.7608892	0.24043347	0.26042765	0.7836102	0.7374378	0.20918982	0.25027922	0.8150286	0.2248817	0.25710157	0.77672255	0.2652032	0.69934994	0.233198	0.78935516	0.7605816
0.26728675	0.29197997	0.19281317	0.22779655	0.6855971	0.2925817	0.2957563	0.7348767	0.8102692	0.17480522	0.265452	0.7773928	0.19225758	0.18898518	0.7827358	0.27853853	0.68004507	0.24372035	0.74040586	0.81050235
0.20472097	0.24650332	0.25094363	0.24542497	0.7981066	0.17361128	0.1284707	0.6824433	0.7513508	0.25480554	0.27620584	0.658986	0.25906193	0.31321338	0.7343777	0.35038692	0.7699659	0.22757174	0.7748112	0.8492514
0.23882295	0.27353096	0.12800172	0.2595193	0.7929818	0.1885125	0.21063492	0.8095629	0.7648597	0.22626087	0.26231447	0.73050886	0.25270283	0.17822182	0.72986466	0.29284224	0.73465514	0.19391361	0.7321467	0.76964676
0.18898717	0.24542145	0.25608197	0.25264025	0.7036325	0.2773047	0.24084844	0.72776514	0.7800365	0.30094928	0.20044784	0.75656295	0.21872616	0.2029767	0.6850518	0.25497702	0.7709668	0.21927078	0.6997698	0.7450551
0.22245407	0.15181246	0.2639263	0.21188083	0.73312914	0.14902556	0.2447694	0.74678355	0.731645	0.21969247	0.31745905	0.6838436	0.20193163	0.21804525	0.70731324	0.23037991	0.7933045	0.31861144	0.7916582	0.75200486
0.28930968	0.18110791	0.37706625	0.27068445	0.67329717	0.2979325	0.38831592	0.73760426	0.8426168	0.22223558	0.26050472	0.7246352	0.23486152	0.20463137	0.8010512	0.3008419	0.72207063	0.18081865	0.7383914	0.73873633
0.14065292	0.29343846	0.36691648	0.25035655	0.69781286	0.19963646	0.23181483	0.80801666	0.8107251	0.28773898	0.15995833	0.7368622	0.22913918	0.21353026	0.8057097	0.14070174	0.7444453	0.25026497	0.6141561	0.69570065
0.13997029	0.32092384	0.27483767	0.2329596	0.73027307	0.22083423	0.21526359	0.7361722	0.80941755	0.20898727	0.2630334	0.727143	0.20587523	0.21941528	0.67699575	0.28012344	0.80166155	0.21982437	0.77374667	0.7340948
0.153852	0.25722474	0.12343548	0.22046693	0.7353571	0.21720655	0.19990277	0.68193614	0.6981213	0.24883334	0.2603419	0.70832646	0.28460655	0.24937585	0.66189194	0.362741	0.8246977	0.23128101	0.80898166	0.7351574
0.23906589	0.13521793	0.21514972	0.15737906	0.7170807	0.18964231	0.3223453	0.7947296	0.72445655	0.26931056	0.18764184	0.7643551	0.25899023	0.31618106	0.7327002	0.25288212	0.77255416	0.26168045	0.72158647	0.85032105
0.22171876	0.26533806	0.22029279	0.18771954	0.6819856	0.24296151	0.2849578	0.63234407	0.66908413	0.22254261	0.2934679	0.78888255	0.27042833	0.27423707	0.7649698	0.31893587	0.8017976	0.26577494	0.72588134	0.77566564
0.16837141	0.31896445	0.22025013	0.17773321	0.80264604	0.21966767	0.31438088	0.704171	0.77215147	0.31610355	0.2869995	0.7937582	0.2720033	0.24473672	0.6885576	0.3520638	0.77322996	0.21423748	0.8103311	0.6923217
0.282966	0.24493699	0.20994262	0.2315775	0.7705601	0.31572458	0.27778965	0.77889085	0.70766026	0.22608367	0.16086325	0.6791608	0.3036582	0.31410497	0.76794595	0.25316596	0.7805695	0.22656938	0.7225889	0.74028176
0.29720825	0.19765043	0.17419505	0.26102906	0.7505278	0.25497133	0.30387622	0.7939982	0.8414929	0.27990183	0.2468858	0.6957347	0.2742807	0.26129088	0.79835457	0.27987933	0.705081	0.28935945	0.66703635	0.842946
0.25477594	0.35029864	0.24208395	0.25132975	0.80902606	0.25767505	0.19931827	0.7618024	0.7129263	0.17048082	0.3272378	0.67832154	0.21626928	0.27435857	0.74716425	0.35761467	0.75660866	0.20749038	0.76313823	0.72663873
0.24070847	0.311414	0.25498948	0.35726786	0.7786411	0.15800767	0.1820361	0.72489846	0.81229657	0.17683285	0.29381663	0.79267734	0.19683658	0.2588703	0.7703973	0.29977062	0.7845105	0.28715476	0.71695757	0.75818026
0.3275677	0.2904323	0.20595188	0.24781114	0.7980138	0.19782138	0.19039251	0.74743176	0.74460655	0.20116644	0.28056848	0.7780968	0.32445008	0.24783649	0.83793855	0.2964833	0.79744697	0.29507887	0.78037	0.7399384
0.25450888	0.25897625	0.25625157	0.24827188	0.73670775	0.22578263	0.21703748	0.6912427	0.794704	0.22713125	0.2677352	0.8110524	0.26298407	0.16803658	0.76641554	0.23872864	0.830303	0.24498214	0.74582416	0.80818516
0.24990267	0.22390142	0.221874	0.28489143	0.76388955	0.24567558	0.20434333	0.68645597	0.70722914	0.22782332	0.19306526	0.72457397	0.16824843	0.2382335	0.757656	0.22125931	0.7111963	0.23485933	0.7427517	0.69962204
0.25422227	0.2890107	0.19644648	0.30793148	0.7256635	0.2846893	0.29072776	0.6662635	0.7459984	0.27417758	0.28727505	0.7129157	0.1772235	0.22809842	0.6842146	0.26728183	0.7390338	0.27286232	0.79916257	0.7114796
0.20694692	0.27964434	0.1933502	0.25041664	0.78281814	0.2652836	0.2533861	0.6882982	0.8065426	0.31315875	0.22851422	0.7242574	0.2300125	0.256604	0.7928682	0.24699657	0.71772635	0.22892193	0.7181737	0.75258815
0.18194675	0.2309603	0.2580715	0.21441121	0.77419364	0.2961866	0.2356588	0.7149223	0.81100404	0.2512456	0.23103179	0.78109944	0.3195365	0.2521216	0.6907963	0.16684256	0.71646327	0.1347945	0.75216013	0.7921429
0.27795	0.22742648	0.3009163	0.24243572	0.71541184	0.27532864	0.31534645	0.76612973	0.76402235	0.28894854	0.2632496	0.9011167	0.3384466	0.24933738	0.7685464	0.20581576	0.763807	0.286124	0.7652063	0.7980321
0.24917929	0.26387784	0.20985699	0.20220234	0.74539745	0.19015326	0.2823521	0.7153478	0.6998276	0.2215524	0.3256536	0.8258119	0.26426595	0.28884235	0.7881497	0.2597908	0.78805196	0.31995273	0.72414225	0.8166037
0.31946793	0.18532905	0.26974118	0.27344707	0.7168193	0.17250127	0.24017914	0.80614465	0.81332666	0.34859452	0.32602212	0.70055056	0.15515354	0.19749549	0.8256628	0.2584415	0.8246198	0.26455334	0.7922947	0.76992136
0.22055449	0.3132176	0.24622406	0.313225	0.78199005	0.24639934	0.27587926	0.7164993	0.8230272	0.2639115	0.105690256	0.69128114	0.35210383	0.15414399	0.69984615	0.23461743	0.7840152	0.25091675	0.7181455	0.7292707
0.286127	0.17816706	0.2556374	0.3370499	0.790917	0.22730748	0.25577804	0.7541875	0.71641684	0.28371996	0.2223303	0.7896406	0.2847275	0.18723693	0.7129997	0.32345694	0.81433994	0.22641303	0.7607438	0.74634874
0.2898501	0.29859975	0.37234145	0.26950446	0.7057402	0.25748006	0.27227274	0.73835284	0.85597986	0.2912856	0.25076252	0.67910326	0.34182858	0.26561922	0.6865086	0.24065799	0.78972924	0.29666358	0.7576146	0.75941855
0.22544402	0.23135406	0.21340546	0.19365108	0.7020207	0.25973204	0.3229433	0.8335563	0.77614075	0.28873545	0.25565743	0.7648013	0.23090617	0.24676505	0.8069987	0.19802926	0.7232267	0.2632862	0.75897115	0.69918126
0.2685739	0.3081687	0.2725802	0.26530388	0.7737196	0.27530935	0.19987135	0.73653406	0.80938125	0.2528788	0.25007197	0.8328744	0.24299765	0.18934539	0.7058406	0.17827758	0.7214312	0.1898628	0.7095165	0.7435223
0.2299279	0.22203764	0.22347298	0.1026039	0.758081	0.17823833	0.32318097	0.77087265	0.69735837	0.19706194	0.21808894	0.6999912	0.24082083	0.2936191	0.80418265	0.28068393	0.77375823	0.28201145	0.6982099	0.7826314
